set ylabel "y"
set xlabel "x"
set terminal png
set output"temp1.png"
set autoscale y
set autoscale x
plot '-' using 2:1 title "My Plot" with lp
0	0
0.4	0.4
0.79902	0.8
1.19706	1.2
1.59412	1.6
1.9902	2
2.3853	2.4
2.77942	2.8
3.17256	3.2
3.56472	3.6
3.9559	4
4.3461	4.4
4.73532	4.8
5.12356	5.2
5.51082	5.6
5.8971	6
6.2824	6.4
6.66672	6.8
7.05006	7.2
7.43242	7.6
7.8138	8
8.1942	8.4
8.57362	8.8
8.95206	9.2
9.32952	9.6
9.706	10
10.0815	10.4
10.456	10.8
10.8296	11.2
11.2021	11.6
11.5737	12
11.9443	12.4
12.3139	12.8
12.6826	13.2
13.0502	13.6
13.4169	14
13.7826	14.4
14.1473	14.8
14.5111	15.2
14.8738	15.6
15.2356	16
15.5964	16.4
15.9562	16.8
16.3151	17.2
16.6729	17.6
17.0298	18
17.3857	18.4
17.7406	18.8
18.0946	19.2
18.4475	19.6
18.7995	20
19.1505	20.4
19.5005	20.8
19.8496	21.2
20.1976	21.6
20.5447	22
20.8908	22.4
21.2359	22.8
21.5801	23.2
21.9232	23.6
22.2654	24
22.6066	24.4
22.9468	24.8
23.2861	25.2
23.6243	25.6
23.9616	26
24.2979	26.4
24.6332	26.8
24.9676	27.2
25.3009	27.6
25.6333	28
25.9647	28.4
26.2951	28.8
26.6246	29.2
26.953	29.6
27.2805	30
27.607	30.4
27.9325	30.8
28.2571	31.2
28.5806	31.6
28.9032	32
29.2248	32.4
29.5454	32.8
29.8651	33.2
30.1837	33.6
30.5014	34
30.8181	34.4
31.1338	34.8
31.4486	35.2
31.7623	35.6
32.0751	36
32.3869	36.4
32.6977	36.8
33.0076	37.2
33.3164	37.6
33.6243	38
33.9312	38.4
34.2371	38.8
34.5421	39.2
34.846	39.6
35.149	40
35.451	40.4
35.752	40.8
36.0521	41.2
36.3511	41.6
36.6492	42
36.9463	42.4
37.2424	42.8
37.5376	43.2
37.8317	43.6
38.1249	44
38.4171	44.4
38.7083	44.8
38.9986	45.2
39.2878	45.6
39.5761	46
39.8634	46.4
40.1497	46.8
40.4351	47.2
40.7194	47.6
41.0028	48
41.2852	48.4
41.5666	48.8
41.8471	49.2
42.1265	49.6
42.405	50
42.6825	50.4
42.959	50.8
43.2346	51.2
43.5091	51.6
43.7827	52
44.0553	52.4
44.3269	52.8
44.5976	53.2
44.8672	53.6
45.1359	54
45.4036	54.4
45.6703	54.8
45.9361	55.2
46.2008	55.6
46.4646	56
46.7274	56.4
46.9892	56.8
47.2501	57.2
47.5099	57.6
47.7688	58
48.0267	58.4
48.2836	58.8
48.5396	59.2
48.7945	59.6
49.0485	60
49.3015	60.4
49.5535	60.8
49.8046	61.2
50.0546	61.6
50.3037	62
50.5518	62.4
50.7989	62.8
51.0451	63.2
51.2902	63.6
51.5344	64
51.7776	64.4
52.0198	64.8
52.2611	65.2
52.5013	65.6
52.7406	66
52.9789	66.4
53.2162	66.8
53.4526	67.2
53.6879	67.6
53.9223	68
54.1557	68.4
54.3881	68.8
54.6196	69.2
54.85	69.6
55.0795	70
55.308	70.4
55.5355	70.8
55.7621	71.2
55.9876	71.6
56.2122	72
56.4358	72.4
56.6584	72.8
56.8801	73.2
57.1007	73.6
57.3204	74
57.5391	74.4
57.7568	74.8
57.9736	75.2
58.1893	75.6
58.4041	76
58.6179	76.4
58.8307	76.8
59.0426	77.2
59.2534	77.6
59.4633	78
59.6722	78.4
59.8801	78.8
60.0871	79.2
60.293	79.6
60.498	80
60.702	80.4
60.905	80.8
61.1071	81.2
61.3081	81.6
61.5082	82
61.7073	82.4
61.9054	82.8
62.1026	83.2
62.2987	83.6
62.4939	84
62.6881	84.4
62.8813	84.8
63.0736	85.2
63.2648	85.6
63.4551	86
63.6444	86.4
63.8327	86.8
64.0201	87.2
64.2064	87.6
64.3918	88
64.5762	88.4
64.7596	88.8
64.9421	89.2
65.1235	89.6
65.304	90
65.4835	90.4
65.662	90.8
65.8396	91.2
66.0161	91.6
66.1917	92
66.3663	92.4
66.5399	92.8
66.7126	93.2
66.8842	93.6
67.0549	94
67.2246	94.4
67.3933	94.8
67.5611	95.2
67.7278	95.6
67.8936	96
68.0584	96.4
68.2222	96.8
68.3851	97.2
68.5469	97.6
68.7078	98
68.8677	98.4
69.0266	98.8
69.1846	99.2
69.3415	99.6
69.4975	100
69.6525	100.4
69.8065	100.8
69.9596	101.2
70.1116	101.6
70.2627	102
70.4128	102.4
70.5619	102.8
70.7101	103.2
70.8572	103.6
71.0034	104
71.1486	104.4
71.2928	104.8
71.4361	105.2
71.5783	105.6
71.7196	106
71.8599	106.4
71.9992	106.8
72.1376	107.2
72.2749	107.6
72.4113	108
72.5467	108.4
72.6811	108.8
72.8146	109.2
72.947	109.6
73.0785	110
73.209	110.4
73.3385	110.8
73.4671	111.2
73.5946	111.6
73.7212	112
73.8468	112.4
73.9714	112.8
74.0951	113.2
74.2177	113.6
74.3394	114
74.4601	114.4
74.5798	114.8
74.6986	115.2
74.8163	115.6
74.9331	116
